Order Date,Profit,Customer Segment
1/22/2015,4861.0638,Home Office
3/12/2015,-83.75,Home Office
2/13/2015,565.18,Home Office
2/13/2015,-38.72,Home Office
6/25/2015,65.07702,Small Business
1/8/2015,10.9592,Home Office
1/8/2015,17.4294,Home Office
2/28/2015,-32.6664,Home Office
2/28/2015,-13.1352,Home Office
4/28/2015,22.3077,Home Office
4/28/2015,443.0214,Home Office
6/7/2015,-1220.9145,Home Office
2/28/2015,-27.1492,Consumer
1/16/2015,-106.3424,Consumer
1/16/2015,44.9768,Consumer
5/26/2015,689.328,Consumer
5/26/2015,-33.586,Consumer
2/28/2015,69.7672,Small Business
4/22/2015,-52.8228,Small Business
5/11/2015,7.31,Small Business
4/22/2015,642.9903,Small Business
5/26/2015,12.71,Small Business
3/5/2015,28.288,Corporate
2/4/2015,112.1181,Consumer
2/15/2015,565.386,Corporate
2/15/2015,-230.9528,Corporate
4/15/2015,-61.62804,Corporate
6/18/2015,70.6767,Consumer
4/2/2015,95.0544,Corporate
3/23/2015,224.9607,Corporate
4/5/2015,-89.572,Corporate
5/7/2015,33.3477,Consumer
6/22/2015,-34.592,Consumer
4/21/2015,-24.63,Consumer
2/22/2015,-536.242,Small Business
2/22/2015,-125.86,Small Business
3/28/2015,36.1641,Small Business
4/13/2015,17.1028,Home Office
4/13/2015,1269.38196,Home Office
5/20/2015,137.68794,Home Office
5/22/2015,882.4824,Small Business
1/27/2015,6.384,Corporate
2/26/2015,5.2955,Corporate
2/26/2015,170.7957,Corporate
6/14/2015,16.092,Corporate
1/27/2015,274.0788,Corporate
1/27/2015,-3.782,Corporate
2/25/2015,10.7985,Corporate
5/30/2015,15.246,Corporate
6/28/2015,-103.624,Home Office
6/28/2015,-57.824,Home Office
5/8/2015,18.218,Home Office
5/8/2015,25.058,Home Office
4/10/2015,11.82,Consumer
1/26/2015,28.152,Consumer
3/17/2015,-237.544,Consumer
3/5/2015,1037.1045,Home Office
2/10/2015,-94.59,Corporate
2/10/2015,-293.74,Corporate
6/8/2015,1039.7541,Corporate
2/10/2015,-49.1868,Corporate
2/10/2015,-152.7448,Corporate
3/6/2015,41.3,Home Office
6/11/2015,47.61,Home Office
5/28/2015,-23.5,Corporate
4/28/2015,1282.496,Corporate
4/28/2015,17.2,Corporate
4/28/2015,1184.12,Corporate
4/28/2015,1474.8704,Corporate
4/28/2015,19.78,Corporate
4/28/2015,929.7957,Corporate
1/9/2015,-7.25,Corporate
1/9/2015,31.2018,Corporate
1/15/2015,-75.9004,Home Office
1/15/2015,52.1709,Home Office
1/16/2015,-159.86,Home Office
1/16/2015,165.8898,Home Office
1/16/2015,75.01,Home Office
3/13/2015,2267.22,Home Office
5/15/2015,97.16,Corporate
5/15/2015,-20.65,Corporate
2/4/2015,67.864,Small Business
6/6/2015,-14.075,Small Business
2/12/2015,-78.7592,Small Business
3/5/2015,1167.38,Corporate
2/3/2015,402.066,Corporate
2/26/2015,11.95,Consumer
2/26/2015,1773.6105,Consumer
5/24/2015,4.1822,Consumer
1/14/2015,39.1299,Consumer
3/2/2015,1660.92,Consumer
6/1/2015,638.028,Consumer
6/1/2015,138.4968,Consumer
2/14/2015,-6.734,Consumer
2/28/2015,-25.38,Corporate
1/7/2015,-203.27,Small Business
5/7/2015,-807.59,Small Business
6/11/2015,118.6317,Small Business
6/11/2015,23.304,Small Business
5/7/2015,-807.59,Small Business
6/11/2015,150.72,Small Business
6/11/2015,19.42,Small Business
6/11/2015,3.13,Small Business
6/11/2015,1141.07,Small Business
1/7/2015,-203.27,Small Business
6/10/2015,10.01,Small Business
4/20/2015,313.812,Small Business
6/24/2015,-39.18625,Small Business
6/24/2015,-1.89,Small Business
5/18/2015,4.29,Consumer
1/24/2015,-122.77,Corporate
1/19/2015,683.9556,Consumer
5/24/2015,-16.64,Consumer
5/24/2015,-59.73,Consumer
5/24/2015,-633.441237,Consumer
6/17/2015,72.984,Consumer
4/8/2015,240.1752,Consumer
6/17/2015,-11.248,Consumer
2/28/2015,9.6117,Consumer
3/25/2015,-299.8142,Consumer
3/20/2015,13.8,Home Office
3/20/2015,4.392,Home Office
3/20/2015,-236.25,Home Office
3/20/2015,36.02,Home Office
3/20/2015,-50.64,Home Office
3/20/2015,510.489,Home Office
5/17/2015,-20.18226,Corporate
5/17/2015,-156.9722,Corporate
5/17/2015,384.5043,Corporate
6/30/2015,513.084,Corporate
6/14/2015,44.52,Home Office
1/7/2015,-48.875,Home Office
5/30/2015,881.0472,Home Office
1/5/2015,-233.840688,Home Office
6/25/2015,-139.076,Small Business
6/22/2015,-64.664,Corporate
5/17/2015,1644.0768,Corporate
1/16/2015,-350.4395,Corporate
1/16/2015,4.2028,Corporate
3/4/2015,-44.068,Corporate
3/4/2015,-100.51,Corporate
3/4/2015,-17.75,Corporate
3/4/2015,1374.948,Corporate
2/22/2015,-677.872,Consumer
6/8/2015,1623.9495,Corporate
6/19/2015,-122.835,Corporate
5/2/2015,252.488,Home Office
6/1/2015,-88.585,Consumer
6/1/2015,-485.68,Consumer
3/24/2015,-16.37,Consumer
1/4/2015,-94.2586,Corporate
1/4/2015,6.3308,Corporate
1/14/2015,-66.8236,Corporate
1/14/2015,971.622,Corporate
6/3/2015,-134.512,Corporate
2/4/2015,-4075.933992,Corporate
2/4/2015,-18.5588,Corporate
2/16/2015,220.3572,Corporate
2/28/2015,47.73,Home Office
3/11/2015,28.526,Corporate
3/29/2015,-87.46,Corporate
1/26/2015,-3.948,Corporate
5/28/2015,28.1826,Consumer
3/30/2015,-51.66,Corporate
1/20/2015,-193.914,Corporate
1/26/2015,57.546,Corporate
1/26/2015,-333.4254,Corporate
4/19/2015,12.264,Consumer
6/19/2015,-283.9914,Corporate
6/19/2015,-195.342,Corporate
6/19/2015,-89.7092,Corporate
4/13/2015,-44.415,Small Business
2/13/2015,167.334,Corporate
5/4/2015,65.598,Consumer
6/25/2015,0.258,Consumer
6/25/2015,63.222,Consumer
3/14/2015,-29.666,Consumer
3/31/2015,-1319.5,Consumer
6/12/2015,262.2,Corporate
3/2/2015,-119.812,Small Business
3/18/2015,-9.108,Corporate
4/10/2015,172.5644,Corporate
3/10/2015,45.078,Consumer
3/10/2015,-110.376,Consumer
2/2/2015,1951.3,Home Office
2/2/2015,1538.7828,Home Office
3/30/2015,32.83,Consumer
3/30/2015,51.59,Consumer
5/21/2015,969.42,Consumer
5/28/2015,553.3317,Consumer
6/28/2015,-30.45,Corporate
2/15/2015,55.0206,Corporate
2/15/2015,-43.65504,Corporate
4/12/2015,-577.304,Corporate
3/19/2015,-1535.4864,Corporate
3/19/2015,-159.32,Corporate
4/1/2015,-74.088,Small Business
1/14/2015,-137.522,Small Business
1/14/2015,-11.816,Small Business
1/14/2015,238.9338,Small Business
1/14/2015,-105.126,Small Business
6/28/2015,95.388,Small Business
1/21/2015,261.3858,Small Business
1/21/2015,-135.46,Small Business
6/13/2015,-31.68825,Small Business
6/13/2015,690.7038,Small Business
6/4/2015,-13.068,Corporate
6/10/2015,-25.104,Small Business
4/1/2015,1.9504,Small Business
5/7/2015,-340.5311,Small Business
5/23/2015,462.921,Corporate
6/11/2015,-131.16,Corporate
3/30/2015,-11.83,Small Business
6/11/2015,-65.58,Corporate
2/18/2015,596.808,Home Office
5/26/2015,3739.3929,Consumer
5/13/2015,470.338,Consumer
3/21/2015,401.85,Consumer
6/25/2015,710.6724,Consumer
5/19/2015,-92.32,Corporate
1/28/2015,-1764.29,Corporate
1/28/2015,527.8776,Corporate
3/21/2015,34.52,Home Office
1/1/2015,3576.8841,Small Business
1/1/2015,20.38,Small Business
4/6/2015,31.11,Home Office
4/6/2015,358.2954,Home Office
4/6/2015,8.322,Home Office
3/14/2015,24.018,Home Office
4/21/2015,-269.7555,Corporate
5/10/2015,710.8074,Corporate
2/20/2015,-2133.278,Corporate
1/6/2015,80.0712,Consumer
1/6/2015,896.406,Consumer
5/25/2015,352.8798,Small Business
1/7/2015,68.676,Home Office
4/1/2015,-15.92,Small Business
1/26/2015,-114.2,Small Business
3/24/2015,-25,Small Business
3/24/2015,255.1482,Small Business
1/26/2015,39.4266,Small Business
1/26/2015,-722.23,Small Business
5/21/2015,30.024,Small Business
4/27/2015,0.4266,Small Business
4/27/2015,66.216,Small Business
2/12/2015,-164.18,Consumer
6/24/2015,-79.4,Consumer
4/24/2015,23.046,Consumer
3/6/2015,-127.3,Small Business
3/6/2015,-52.77,Small Business
1/5/2015,-781.1342,Corporate
1/9/2015,-23.296,Corporate
5/7/2015,58.812,Consumer
6/14/2015,4.0443,Consumer
6/14/2015,-10.3684,Consumer
1/13/2015,989.8119,Consumer
2/13/2015,2861.01,Home Office
2/13/2015,1544.9307,Home Office
1/6/2015,125.9982,Consumer
1/6/2015,-92.9292,Consumer
1/27/2015,-39.809,Consumer
1/23/2015,-29.0656,Small Business
2/4/2015,-19.2972,Small Business
2/7/2015,40.6556,Small Business
5/16/2015,137.6757,Corporate
5/16/2015,-62,Corporate
3/27/2015,47.5272,Corporate
2/28/2015,379.3965,Corporate
2/28/2015,-41.83,Corporate
2/28/2015,372.402,Corporate
5/4/2015,-116.3455,Corporate
5/4/2015,1304.9,Corporate
5/4/2015,605.0472,Corporate
4/28/2015,107.45462,Home Office
3/20/2015,18.41,Home Office
3/20/2015,65.63,Home Office
1/26/2015,-7.73,Home Office
6/9/2015,-47.99525,Home Office
5/24/2015,66.22,Home Office
5/24/2015,-23.53,Home Office
5/2/2015,10.68,Home Office
5/2/2015,58.2636,Home Office
2/12/2015,-42.1705,Home Office
6/2/2015,66.36222,Corporate
6/29/2015,-1.904,Home Office
6/29/2015,-37.048,Home Office
6/29/2015,-56.888,Home Office
3/26/2015,-189.714,Corporate
4/25/2015,1628.37,Home Office
4/20/2015,-4.48,Home Office
4/20/2015,3193.284,Home Office
4/20/2015,43.6917,Home Office
3/23/2015,349.0593,Corporate
4/29/2015,1.992,Home Office
1/16/2015,-22.01,Corporate
1/16/2015,426.46032,Corporate
5/3/2015,19.5546,Corporate
5/3/2015,152.482,Corporate
5/11/2015,67.012,Corporate
4/29/2015,374.625,Consumer
2/14/2015,-3.2448,Consumer
6/7/2015,6384.4389,Small Business
3/11/2015,-116.76,Small Business
3/11/2015,-160.952,Small Business
3/29/2015,-41.87,Small Business
4/4/2015,-24.7104,Small Business
2/8/2015,349.485,Consumer
